timestamp,symbol,side,price,quantity,stop_loss,reason,regime,sentiment
2026-04-06T19:41:31.916172+00:00,MSFT,buy,371.8999938964844,0.0054246,3.098035975864956,BUY 3pts: trend+, <MA, OBV↑,mixed,neutral
