timestamp,symbol,side,price,quantity,stop_loss,reason,regime,sentiment
2026-04-06T19:41:33.723582+00:00,CL,buy,112.79000091552734,0.03399553,2.6080001831054687,BUY 5pts: MA↑, MACD↑, OBV↑,mixed,neutral
