timestamp,symbol,side,price,quantity,stop_loss,reason,regime,sentiment
2026-04-06T19:41:32.318466+00:00,META,buy,574.4400024414062,0.00156473,6.95338134765625,BUY 3pts: trend+, <MA, OBV↑,mixed,neutral
