timestamp,symbol,side,price,quantity,stop_loss,reason,regime,sentiment
2026-04-06T19:41:32.210507+00:00,AMZN,buy,212.30999755859375,0.01335042,2.205031258719308,BUY 3pts: trend+, MACD+, OBV↑,mixed,neutral
2026-04-06T19:45:55.890789+00:00,AMZN,sell,212.39010620117188,0.01335042,,SELL 2pts: rsi>60, stoch↑,mixed,neutral
